product_id,factor_id,coefficient
79,5,0.62
424,5,0.62
406,5,0.64
419,5,0.78
152,5,0.63
31,5,0.64
30,5,0.64
178,5,0.75
174,5,0.8
172,5,0.8
173,5,0.75
425,5,0.72
109,5,0.75
256,5,0.75
92,5,0.75
177,5,0.88
175,5,0.88
349,5,0.66
585,5,0.8
586,5,0.85
587,5,
214,5,0.82
589,5,0.82
134,5,0.82
334,5,0.8
335,5,0.8
427,5,0.82
588,5,0.82
382,5,0.82
383,5,0.82
273,5,0.8
386,5,6.3
387,5,1.6
373,5,
402,5,
372,5,
405,5,
358,5,0.88
393,5,
297,5,
298,5,
299,5,
300,5,
233,5,
423,5,
390,5,
552,5,
206,5,
179,5,2.62
141,5,2.62
590,5,2.1
35,5,2.45
461,5,3.17
329,5,2.45
205,5,3.17
561,5,3.17
262,5,4.05
268,5,4.05
48,5,2.06
194,5,2.85
591,5,2.9
330,5,3.17
197,5,2.85
198,5,2.85
282,5,2.85
283,5,2.85
162,5,3.5
323,5,4.0
89,5,2.1
317,5,4.0
192,5,0.87
136,5,0.94
451,5,2.41
420,5,2.2
450,5,0.6
142,5,0.85
350,5,0.65
355,5,0.78
433,5,0.85
189,5,0.5
341,5,0.92
135,5,0.92
132,5,0.78
411,5,0.63
380,5,0.88
28,5,0.93
153,5,
272,5,0.88
160,5,1.01
161,5,1.01
354,5,0.78
45,5,
44,5,
381,5,0.88
150,5,0.92
149,5,0.92
326,5,0.95
191,5,-
47,5,0.9
82,5,0.93
154,5,0.92
188,5,0.58
327,5,0.95
336,5,0.58
413,5,0.83
284,5,0.78
231,5,0.92
436,5,0.78
454,5,0.5
80,5,2.1
257,5,2.9
416,5,0.99
184,5,0.99
376,5,2.56
379,5,0.83
84,5,0.93
584,5,1.01
269,5,0.88
271,5,0.88
408,5,0.9
409,5,0.9
456,5,-
12,5,-
16,5,-
29,5,-
144,5,-
20,5,-
356,5,-
375,5,-
77,5,0.38
94,5,-
22,5,-
287,5,
438,5,0.38
85,5,
86,5,-
357,5,0.9
181,5,-
432,5,
211,5,
371,5,1.2
294,5,1.2
455,5,1.5
93,5,1.5
11,5,1.8
106,5,1.6
594,5,
595,5,-
596,5,-
597,5,
87,5,-
102,5,1.4
448,5,-
4,5,-
428,5,-
7,5,-
5,5,-
38,5,
444,5,-
36,5,-
37,5,-
280,5,1.1
429,5,2.5
430,5,2.5
263,5,4.0
90,5,2.1
163,5,1.55
331,5,1.6
33,5,1.3
155,5,1.28
166,5,1.5
168,5,1.28
237,5,2.3
239,5,1.5
240,5,1.5
319,5,1.5
320,5,1.62
328,5,-
332,5,1.28
434,5,1.55
577,5,0.5
578,5,0.5
363,5,0.9
201,5,0.9
72,5,0.9
70,5,0.9
